Name	Page #	Glass	Method	Muddle/Egg/Other	Rinse	Rim	Cabeza Blanco Tequila	Cabeza Blanco Tequila (Cacao Nib-Infused)	Cabrito Blanco Tequila	Centinela Reposado Tequila	Chinaco Verde Blanco Tequila	Don Julio Blanco Tequila	El Tesoro Añejo Tequila	El Tesoro Platinum Tequila	El Tesoro Reposado Tequila	Fortalea Reposado Tequila	Ocho 2012 Plata Tequila	Pueblo Viejo Añejo Tequila	Pueblo Viejo Reposado Tequila	Siembra Azul Añejo Tequila	Siembra Azul Blanco Tequila	Siembra Azul Reposado Tequila	Siembra Azul Blanco Tequila (Jalapeño-Infused)	Siembra Azul Blanco Tequila (Lapsang Souchong-Infused)	Siembra Azul Blanco Tequila (Spiced Pear-Infused)	Siembra Azul Reposado Tequila (Queen Of Earl Tea-Infused)	Siete Leguas Blanco Tequila	Siete Leguas Reposado Tequila	Tapatio 110 Blanco Tequila	Del Maguey Chichicapa Mezcal	Del Maguey Crema De Mezcal	Del Maguey Espadin Especial Mezcal	Del Maguey San Luis Del Rio Mezcal	Del Maguey Vida Mezcal	Los Amantes Joven Mezcal	Los Nahuales Mezcal	Sombra Mezcal	Campo De Encanto Acholado Pisco	Clear Creek Apple Brandy	Compo De Encanto Acholado Pisco	Courvoisier Cognac	Kirsch	La Diablada Pisco	Laird's Bonded Apple Brandy	Macchu Pisco	Massenez Kirsch Vieux Cherry Brandy	Pasquet Marie-Framboise	Tariquet VS Classique Bas-Armagnac	Waqar Pisco	Cognac	Guillon-Painturaud Cognac Grande Champagne VSOP	Hine H Cognac	Louis Royer Force 53 Cognac	Macchu Pisco (Scarlet Glow Tea-Infused)	Macchu Pisco (Strawberry and Pineapple-Infused)	Pierre Ferrand 1840 Cognac	Pierre Ferrand Ambre Cognac	Busnel VSOP Calvados	Calvados	Grand Marnier	Anchor Genevieve Gin	Anchor Junipero Gin	Aviation Gin	Beefeater 24 Gin	Beefeater London Dry Gin	Bols Barrel-Aged Genever	Bols Genever	Bombay London Dry Gin	Bruichladdich Botanist Gin	Dorothy Parker Gin	Fords Gin	Hayman's Old Tom Gin	Martin Miller's Westbourne-Strength Gin	Old Raj Gin	Perry's Tot Navy-Strength Gin	Plymouth Gin	Plymouth Sloe Gin	Ransom Old Tom Gin	Sloe Gin	Tanqueray London Dry Gin	Tanqueray No. Ten Gin	Hayman's Old Tom Gin (Pennyroyal-Infused)	Plymouth Gin (Snap Pea-Infused)	Plymouth Gin (Szechuan Peppercorn-Infused)	Linie Aquavit	Krogstad Aquavit	Angostura 5-Year Rum	Appleton Estate Reserve Rum	Appleton Estate V/X Rum	Appleton White Rum	Avuá Amburana Cachaca	Bacardi Ron Superior Limited Edition	Banks 5-Island White Rum	Barbancourt 3-Star Rum	Barbancourt White Rum	Caña Brava Rum	Cruzan Black Strap Rum	Cruzan Single-Barrel Rum	Diplomático Reserva Exclusiva Rum	El Dorado 3-Year Rum	El Dorado 12-Year Rum	El Dorado 15-Year Rum	El Dorado 151 Rum	El Dorado High-Strength 151 Rum	Flor De Caña 7-Year Rum	Flor De Caña Extra-Dry White Rum	Flor De Caña Extra-Dry White Rum (Pineapple-Infused)	Flor De Caña White Rum (Royale Tea-Infused)	Gosling's Black Seal Rum	Gosling's Black Seal Rum (Banana Chip-Infused)	La Favorite Rhum Agricole Blanc	Lemon Hart 151 Rum	Lemon Hart Original Rum	Matusalem Gran Reserva 15-Year Rum	Mount Gay Eclipse Rum	Neisson Rhum Agricole Blanc	Pampero Aniversario Rum	Plantation Barbados 5-Year Rum	Rhum Barbancourt (Granny Smith Apple-Infused)	Rhum JM 100-Proof Agricole Blanc	Ron Del Barrilito 3-Star Rum	Santa Teresa Rum	Santa Teresa 1796 Rum	Scarlet Ibis Rum	Smith & Cross Rum	St. James Royal Ambre Rhum Agricole	Zacapa 23-Year Rum	Van Oosten Batavia Arrack	Alchemia Chocolate Vodka	Charbay Vodka	Baker's Bourbon	Bernheim Original Wheat Whiskey	Bernheim Original Wheat Whiskey (Lavender-Infused)	Bowmore 12-Year Scotch	Bruichladdich Port Charlotte 7-Year Scotch	Buffalo Trace Bourbon	Buffalo Trace Bourbon (Pecan-Infused)	Bulleit Bourbon	Bushmills Irish Whiskey	Caol Ila 12-Year Scotch	Clontarf 1014 Irish Whiskey	Compass Box Asyla Scotch	Eagle Rare 10-Year Bourbon	Elijah Craig 12-Year Bourbon	Elijah Craig Bourbon (Fig-Infused)	Evan Williams Single-Barrel Bourbon	Famous Grouse Scotch	Famous Grouse Scotch (Apricot-Infused)	Famous Grouse Scotch (Coconut Green Tea-Infused)	Famous Grouse Scotch (Fuji Apple-Infused)	High West Silver Oat Whiskey	Highland Park 12-Year Scotch	Knappogue Castle 12-Year Irish Whiskey	Laphroaig 10-Year Scotch	Laphroaig 12-Year Scotch	Macallan Fine Oak 10-Year Scotch	Old Grand-Dad 114 Bourbon	Old Overholt Rye	Old Overholt Rye (Chamomile-Infused)	Old Weller Antique 107 Bourbon	Redbreast 12-Year Irish Whiskey	Rittenhouse 100 Rye	Rittenhouse Rye (Red Thai Chile-Infused)	Russell's Reserve 10-Year Bourbon	Russell's Reserve Rye	Sazerac 6-Year Rye	Springbank 10-Year Scotch	Stagg Bourbon	Suntory Hakashu 12-Year Whisky	Templeton Rye	Wild Turkey Rye 101	Wild Turkey Rye (Dried Currant-Infused)	Woodford Reserve Bourbon	Yamazaki 12-Year Whiskey	St. George Absinthe	Vieux Pontarlier Absinthe	Dry Champagne	Sparkling Rosé	San Pellegrino Pompelmo Grapefruit Soda	Club Soda	Alvear Festival Pale Cream Sherry	Barbadillo Principe Amontillado Sherry	Blandy's 5-Year Malmsey Madeira	Bonal Gentiane-Quina	Cardamaro	Cocchi Americano	Cocchi Americano Rosa	East India Solera Sherry	Fusion Verjus Blanc	La Cigarrera Manzanilla Sherry	La Gitana Manzanilla Sherry	Lillet Blanc	Lillet Rosé	Lillet Rosé (Rose-Infused)	Lillet Rouge	Lustau Amontillado Sherry	Lustau East India Solera Sherry	Lustau Los Arcos Amontillado Sherry	Lustau Manzanilla Sherry	Lustau Oloroso Sherry	Morenita Cream Sherry	Morro Bay Chardonnay	Otima 10-Year Tawny Port	Pasquet Pineau Des Charentes	Punt E Mes	Punt E Mes (Grapefruit-Infused)	Red Rioja Wine	Ruby Port	Sandeman Rainwater Madeira	Sandeman Ruby Port	Sauvignon Blanc	Williams & Humbert Dry Sack Medium Sherry	Bianco Vermouth (Chamomile-Infused)	Caprano Antica Formula Vermouth	Carpano Antica Formula Vermouth (Coffee-Infused	Cocchi Bermouth Di Torino	Contratto Americano Rosso Vermouth	Contratta Vermouth Bianco	Dolin Blanc Vermouth	Dolin Blanc Vermouth (Basil-Infused)	Dolin Blanc Vermouth (Earl Grey-Infused)	Dolin Blanc Vermouth (Sage-Infused)	Dolin Dry Vermouth	Dolin Dry Vermouth (Watermelon-Infused)	Dolin Rouge Vermouth	Dolin Rouge Vermouth (Ancho Chile-Infused)	Dry Vermouth	House Sweet Vermouth	Martini Sweet Vermouth	Sweet Vermouth (Cinnamon Orange Tea-Infused)	Marie Brizard White Créme De Cacao	Marie Brizard White Créme De Menthe	Lemon Juice	Lime Juice	Grapefruit Juice	Pineapple Juice	Orange Juice	Apple Juice	Blood Orange Juice	Boiron Kalamansi Puree	Cantaloupe Juice	Celery Juice	Coco Lopez	Coconut Water	Fuji Apple Juice	Granny Smith Apple Juice	Horchata	Watermelon Juice	Honey Nut Cheerio-Infused Cream	Heavy Cream	Blanche De Bruzelles Beer	Doc's Hard Apple Cider	Doc's Hard Pear Cider	Full Sail Session Black Lager	Green Flash IPA	Mackeson Stout	Negra Modelo Beer	Amaretto	Amaro Averna	Amaro Ciociaro	Amaro Lucano	Amaro Meletti	Amaro Nardini	Amaro Nonino	American Fruits Black Currant Cordial	Aperol	Bénédictine	Campari	Campari (Cacao Nib-Infused)	Campari (Coffee and Chile-Infused)	Cardamaro	Cherry Heering	Cointreau	Combier Pamplemousse Rose Liqueur	Créme De Cassis	Créme Yvette	Cynar	Dolin Geenepy Des Alpes Liqueur	Drambuie	Élixir Combier	Fernet-Branca	Gabriel Boudier Curacao	Galliano L'Autentico	Galliano Ristretto	Green Chartreuse	Kalani Ron De Coco Coconut Liqueur	Koval Rose Hip Liqueur	Kronan Swedish Punsch	Kummel Liqueur	Lazzaroni Amaretto	Luxardo Amaro Abano	Luxardo Maraschino Liqueur	Mandarine Napoléon Liqueur	Maraska Maraschino Liqueur	Marie Brizard Apricot Liqueur	Massenez Crème De Mure Blackberry Liqueur	Massenez Créme de Peche Peach Liqueur	Mathilde Poire Pear Liqueur	Merlet Crème de Fraise Des Bois Strawberry Liqueur	Pierre Ferrand Dry Curacao	Ramazzotti	Rhum Clement Creole Shrubb	Rothman & Winter Apricot Liqueur	Rothman & Winter Cherry Liqueur	Rothman & Winter Crème de Violette	Rothman & Winter Pear Liqueur	Royal Combier	Salers Gentien Aperitif	Santa Teresa Orange Liqueur	Solerno Blood Orange Liqueur	St. Elizabeth Allspice Dram	St-Germain	Strega	Yellow Chartreuse	Suze Saveur D'Autrefois Liqueur	Zirbenz Stone Pine Liqueur	Zoco Pacharán Navarro Liqueur	Acacia Honey Syrup	Agave Nectar	Agave Syrup	Banana Syrup	Blueberry Syrup	Braeburn Apple Syrup	Cane Sugar Syrup	Cinnamon Bark Syrup	Cumin Syrup	Curried Ginger Syrup	Demerara Syrup	Espresso-Infused Demerara Syrup	Ginger Syrup	Grade B Maple Syrup	Grenadine	Hibiscus Syrup	Kumquat Cordial	Maple Syrup	Orgeat	Passion Fruit Syrup	Pomegranate Molasses	Rich Simple Syrup	Scarlet Glow Syrup	Toby's Lime Cordial	Simple Syrup	Vanilla Syrup	Velvet Falernum	Sugar	Acid Phosphate	Aged Balsamic Vinegar	Apple Butter	Becherovka	Bergerac Mix	Donn's Mix #1	Donn's Spices #1	Donn's Spices #2	Greek Yogurt	Lemon Curd	Nutmeg	Orange Flower Water	Orange Marmalade	Pendennis Mix	Pumpkin Butter	Pumpkin Puree	Red Bell Pepper Puree	Rose Water	Strawberry-Balsamic Gastrique	Tabasco Chipotle Sauce	Tarragon and Agave Nectar Gastrique	Toby's Sour Cherry Shrub	Zombie Mix	Angostura	Peychaud's	Orange Bitters	Abbott's Bitters	Bar Code Baked Apple Bitters	Becherovka Bitters	Bitter Truth Aromatic Bitters	Bitter Truth Celery Bitters	Bitter Truth Jerry Thomas' Bitters	Bittercube Cherry Bark and Vanilla Bitters	Bittermens 'Elemakule Tiki Bitters	Bittermens Hellfire Habanero Shrub	Bittermens Hopped Grapefruit Bitters	Bittermens Xocolatl Mole Bitters	Dale Degroff's Pimento Bitters	Fee Brothers Whiskey Barrel-Aged Bitters	Gran Classico Bitter	Regans' Orange Bitters	Scrappy's Lavender Bitters	Twist	Garnish
Smoked Julep	244	Julep Tin	Stirred																																									1 oz																																																																																																															1 oz																																																																																																																																																																																				1/4 oz																																																						1 Apple Fan and 1 Mint Bouquet
Castle of Córdoba	216	Coupe	Stirred																																																						1/2 oz	3/4 oz																																																																																																																											2 oz																																																																																																																																																																																													2 dashes																			1 Apple Slice
St. Matilda	188	Coupe	Shaken	1/2 Bartlett Pear (Cubed)																	2 oz																																																																																																																																																																																																																				1/2 oz																																																																	1/4 oz																																												1/2 oz																																															1 Bartlett Pear Slice
Poire Man's Cobbler	214	Double Rocks	Shaken	1/4 Ripe Bartlett Pear (Cubed)																																																						2 oz																																																																																																																																																																																																																	1/4 oz																																																																																																							2 dashes																			1 Bartlett Pear Slice
Castle To Castle	198	Pilsner	Shaken																																																																																																																																																						1 1/2 oz																																																																																3/4 oz												1 1/2 oz																																																																									1/2 oz																																																																							1 Basil Sprig
Port Authority	214	Coupe	Shaken	4 Blackberries																																														2 oz																																																																																																																																																									3/4 oz																														1/2 oz																																										1/2 oz																																																																																																											2 dashes							1 Blackberry
Don't Sit Under The Apple Tree	210	Coupe	Shaken	1 Egg White																																								2 oz																																																																																																																																																																																													1/2 oz																																																																																										1 oz																																																													1 dash					1 Braburn Apple Slice
Aviation	139	Coupe	Shaken																																																																									2 oz																																																																																																																																																													3/4 oz																																											1/2 tsp																1/2 oz																																																		1/4 oz																																															1 Brandied Cherry
Bee's Knees	140	Coupe	Shaken																																																																													2 oz																																																																																																																																																									3/4 oz																																																																																					3/4 oz																																																																					3 drops		1 Brandied Cherry
Blood and Sand	140	Coupe	Shaken																																																																																																																																																																				1 oz																																																													1/2 oz					1/2 tsp				3/4 oz																																																																																																																																																								1 Brandied Cherry
Manhattan	145	Coupe	Stirred																																																																																																																																																															2 1/2 oz																																																																		3/4 oz																																																																																																																																													2 dashes																				1 Brandied Cherry
Cynartown	162	Coupe	Stirred																																																														2 oz																																																																																																																																																					3/4 oz																																																															1/2 oz																																																																																																																1 Brandied Cherry
Eagle-Eye Cherry	176	Port	Stirred																																																																																																						2 oz																								1/4 oz																																																				1/2 oz																1/2 oz																	1 tsp																																																										1/2 oz																																											1/2 tsp																																																															1 dash										Orange Twist	1 Brandied Cherry
Augie March	190	Coupe	Stirred												2 oz																																																																																																																																																																																																							3/4 oz																																																															1/2 oz																																																																																																																1 Brandied Cherry
Scotch Lady	202	Coupe	Shaken	1 Egg White																																								1/2 oz																																																																																																							1 1/2 oz																																																																																						3/4 oz																																																																																																			1/4 oz										3/4 oz																																															1 Brandied Cherry
Swearengen Sling	202	Highball	Shaken	2 Brandied Cherries																																																																																																																																						2 oz																																																																																															1/2 oz																															1/2 oz								1/2 oz																																																																						1/2 oz																																															1 Brandied Cherry
Green Flash	223	Flute	Shaken																																																																																																																					1 1/2 oz																																																								1/4 oz	Fill																																																								3/4 oz																																																																																					1/2 oz																																																																							1 Brandied Cherry
Le Gigot Flip	246	Coupe	Shaken	1 Egg Yolk																																																																																																																							2 oz																																																																																																																															1/2 oz																						1/2 oz																																																								1/4 oz																																																						2 dashes							1 Brandied Cherry
Little Kingdom	253	Coupe	Stirred												2 oz (Optional)																																					2 oz (Optional)													2 oz (Optional)																																																																													2 oz (Optional)																				2 oz (Optional)																																																				3/4 oz																																																															1/2 oz																																																																																																																1 Brandied Cherry
Stringer Bell	231	Double Rocks	Shaken	Pinch of Kosher Salt																			1/2 oz																																																																																																																																																																													1 1/2 oz																																						3/4 oz								1/2 oz																																			1/4 oz																																																																																																																1 Celery Stick
El Compañero	183	Highball	Shaken	1 Cilantro Sprig, Pinch Kosher Salt											3/4 oz								3/4 oz																																																																																																																																																																																																																			3/4 oz																							Fill																																																														1 tsp																																														1 dash																								1 Cilantro Sprig
Smoked Horchata	187	Double Rocks	Shaken													1 oz															1 oz																																																																																																																																																																																																																								2 oz																																																																														1/4 oz																																												1 dash																				1 Cinnamon Stick
Vampire Blues	203	Double Rocks	Shaken																																																																																																																																																													1 1/2 oz																																					1/2 oz																																				1/2 oz																																																																																																													1/2 oz																		1 tsp									2 dashes																				1 Cinnamon Stick
Enchanted Orchard	210	Double Rocks	Shaken																																					1 1/2 oz																		1/2 oz																																																																																																																																																																															1/2 oz			1/2 oz																																																																																		1/2 oz																																																																							1 Cinnamon Stick
Zihuatanejo Julep	244	Julep Tin	Stirred	1 Mint Sprig											2 oz															1/2 oz																																																																																																																																																																																																																																																																																																										1 tsp																																																													1 Cinnamon Stick and 1 Mint Bouquet
Kew Gardens Cooler	157	Highball	Shaken	2 Thin Cucumber Wheels																																																												2 oz																																																																																																																																																																											3/4 oz																															1/2 oz																																																																										1/2 oz																																																	1 Cucumber Ribbon
Pinche Chivo	187	Coupe	Shaken	3 Cucumber Wheels					2 oz																																																																																																																																																																																																																					3/4 oz												3/4 oz																																																																																				1/2 oz																																																																							1 Cucumber Ribbon
Green And Red	192	Coupe	Stirred	3 Cucumber Wheels																			1 oz				1 oz																																																																																																																																																										1/4 oz					3/4 oz																																					3/4 oz																																																																																																																																																																						1 Cucumber Ribbon
Melancholy Summer	231	Nick And Nora	Shaken	2 Cucumber Wheels																																																																			1 oz																																																																																																																																1 oz																																		1/2 oz								3/4 oz																																																																										1/2 oz			1/2 oz																																																																							1 Cucumber Ribbon
Slap 'N' Pickle	254	Double Rocks	Shaken	3 Cucumber Wheels																																																																																		2 oz																																																																																																																																																				3/4 oz																																																																																																		1 tsp										3/4 oz																																		2 dashes													1 Cucumber Spear
Whiskey Sour	153	Double Rocks	Shaken	1 Egg White																																																																																																																																				2 oz																																																																																																	3/4 oz																																																																																																													3/4 oz																																															1 Dash Angostura Bitters, 1 Orange Crescent, Cherry Flag
Banana Cognac	210	Pilsner	Shaken																																																					1 oz																																			1/2 oz																																																																																																																																														3/4 oz				1/2 oz																																																																																				3/4 oz															1/4 oz																																	2 dashes																				1 Dried Banana Chip
Banks Of Islay	197	Coupe	Shaken	6 Fresh Curry Leaves																																																																																																																																																						1 1/2 oz																																																																																3/4 oz																																																																																										1/2 oz								1 tsp																																																									1 Fresh Curry Leaf
Sunset Gin	161	Coupe	Shaken	2 Fresh Kaffir Lime Leaves																																																																		2 oz																																																																																																																																																																				1 oz																																																																																																						1/2 oz								1/4 oz																																													1 Fresh Kaffir Lime Leaf
Coralillo	190	Coupe	Stirred										1 1/2 oz																										1/4 oz																			3/4 oz																																																																																																																																																																																																																																																																3/4 oz																																																																											1 Fuji Apple Slice
Whirling Tiger	203	Coupe	Shaken																																																																																																																																					2 oz																																																																																																	3/4 oz												1 oz																																																																																					1/2 oz																																																											1 Fuji Apple Slice
Sloe Scobeyville Sling	214	Highball	Shaken																																									2 oz																																	1 oz																																																																																																							Fill																																																					1/2 oz																																																																																																													3/4 oz																												2 dashes																			1 Fuji Apple Slice
Les Verts Monts	217	Nick And Nora	Stirred																																													1 oz			3/4 oz							3/4 oz																																																																																																																											1/4 oz																																						3/4 oz																																																																																																																				1/4 oz																																		1 dash																			Lemon Twist	1 Fuji Apple Slice
Amityville	175	Nick And Nora	Stirred																																																																																									1 1/2 oz	1/4 oz																																																																																			1 dash																																																																						1/2 oz																																																																																																	1/4 oz			1/2 tsp																									1 dash																		1 Granny Smith Apple Slice
Boomin' Granny	220	Flute	Shaken																																																	1 1/2 oz																																																																																																																													Fill																																																									1/2 oz												1 oz																																																																								1/2 oz																																																																							1 Granny Smith Apple Slice
Dangerous Liaisons	198	Highball	Shaken																																																																																																																																		1 1/2 oz																																																																																						3/4 oz														1/2 oz		3/4 oz																																																																																			1/2 oz																																																																							1 Grapefruit Crescent
Fitzgerald	142	Double Rocks	Shaken																																																														2 oz																																																																																																																																																																								3/4 oz																																																																																																													1 oz																											2 dashes																				1 Lemon Wedge
Anjoy Mama	154	Nick And Nora	Shaken	3 Anjoy Pear Slices																																																																													1 oz	1 oz																																																																																																																																																							3/4 oz																																																																																					1/4 oz							1/4 oz											1/4 oz																																																					1 Lemon Wheel
The Bittenbender	220	Snifter	Shaken	4 Raspberries, 1 Lemon Twist, 1 Orange Twist																																																																																																																																																																2 oz													1 oz																																																								3/4 oz																																				3/4 oz																																																													3/4 oz																																																											1 Lemon Wheel
Daiquiri	141	Coupe	Shaken																																																																																																							2 oz																																																																																																																																1 oz																																																																																										1/2 oz																																																																	1 Lime Wedge
Gimlet	143	Double Rocks	Shaken																																																																								2 oz																																																																																																																																																																																																																																																																										1 1/2 oz																																																1 Lime Wedge
Gin Rickey	143	Highball	Shaken																																																														2 oz																																																																																																																			Fill																																																						1 oz																																																																																																												1/2 oz																																															1 Lime Wedge
Honeysuckle	144	Coupe	Shaken																																																																																																							2 oz																																																																																																																																3/4 oz																																																																																				3/4 oz																																																																							1 Lime Wedge
Margarita	145	Double Rocks	Shaken			Kosher Salt															2 oz																																																																																																																																																																																																																					1 oz																																							3/4 oz																																														1/4 oz																																																																						1 Lime Wedge
Pendennis Club Cocktail	148	Coupe	Shaken																																																																									2 oz																																																																																																																																																														3/4 oz																																																																																																																													3/4 oz											2 dashes																			1 Lime Wedge
Angus Story Daiquiri	260	Coupe	Shaken																																																																																						3/4 oz																						1/2 oz										3/4 oz																																																																																																																	3/4 oz																																																																																										1/2 oz																																																																	1 Lime Wedge
Benjamin Barker Daiquiri	261	Coupe	Shaken																																																																																																										2 oz																																																																			2 dashes																																																										3/4 oz																																		1/2 oz																																																												1/2 oz																																																													1 Lime Wedge
D.W.B.	261	Coupe	Shaken																																																																																																												2 oz																	1/2 oz																																																																																																										3/4 oz																																																																																										1/2 oz																																																																	1 Lime Wedge
Dai, Dai My Darling	261	Coupe	Stirred																																							1/2 tsp																																																			1/2 oz							3/4 oz						3/4 oz																																																																																																																	1/2 oz																																																							1/2 oz																		1/2 tsp																																																						1/2 tsp																																											1 Lime Wedge
Granny's Daiquiri	261	Coupe	Shaken																																																																																																																				2 oz																																																																																																																			3/4 oz																																																																																																												3/4 oz																																															1 Lime Wedge
Javanese Daiquiri	262	Double Rocks	Shaken	2 Fresh Curry Leaves																																																																																																																								1 oz				1 oz																																																																																																																																																																																																																					1 oz																																																1 Lime Wedge
Mosquito Coast	263	Coupe	Shaken																																																																																																																									2 oz																																																																																																														3/4 oz																																																																													1/4 oz																															3/4 oz																																															1 Lime Wedge
Take Two	263	Coupe	Shaken																																																																																																																						1 oz																																																							1 dash																																																										3/4 oz																																																																																										1/2 oz																										1 oz																																							1 Lime Wedge
Eryn's Daiquiri	264	Coupe	Shaken																																																																																																							1 1/2 oz					1/2 oz																																																																																																																											1 oz																																																																																										1/2 oz																																																																	1 Lime Wedge
Jillian's Daiquiri	264	Coupe	Shaken																																																																																										1/2 oz							3/4 oz						3/4 oz																																																																																																																																1 oz																																																																																										1/2 oz																																																																	1 Lime Wedge
Ravi's Daiquiri	264	Coupe	Shaken																																																																																																							2 oz																																																																																																																																3/4 oz																																																																																																										1/2 oz																																																	1 Lime Wedge
Alex's Daiquiri	265	Coupe	Shaken																																																																																																							2 oz																																																																																																																																1 oz																																																																																																												3/4 oz																																															1 Lime Wedge
Brian's Daiquiri	265	Coupe	Shaken																																																																																																							2 oz																																																																																																																																3/4 oz																																																																																																												1/2 oz																																															1 Lime Wedge
Dave's Daiquiri	265	Coupe	Shaken																																																																																																															2 oz																																																																																																																								1 oz																																																																																																												3/4 oz																																															1 Lime Wedge
Phil's Daiquiri	265	Coupe	Shaken																																																																																												2 oz																																																																																																																																											3/4 oz																																																																																										1/2 oz																																																																	1 Lime Wedge
Thomas's Daiquiri	265	Coupe	Shaken																																																																																													2 oz																																																																																																																																										1 oz																																																																																										1/4 oz																																																																	1 Lime Wedge
Paloma	148	Highball	Shaken	1/2 Lime		Kosher Salt								2 oz																																																																																																																																																																					Fill																																																								1/2 oz																																																																																																											1/2 oz																																															1 Lime Wheel
The Commandant	155	Coconut Mug	Shaken	1 Small Fresh Kaffir Lime Leaf																																																																							1 1/2 oz																																																																																																																																																															3/4 oz									1/2 oz																																													1/2 oz																																																								1/4 oz																																													1 Lime Wheel
Hispaniola	178	Double Rocks	Stirred																																																																																																									2 oz																																																																																																																														3/4 oz																																																																																										1/2 oz						1/4 oz																																																											1 Lime Wheel
Dhalgren	182	Highball	Shaken																		2 oz																																																																																																																																																																																						1 oz																															1/2 oz																																																																																																1/2 oz																																							1 dash																				1 Lime Wheel
Gilda Cocktail	183	Coupe	Shaken																		2 oz																																																																																																																																																																																																																					1/2 oz		1/2 oz																																																																																									1/2 oz																																																																1 Lime Wheel
Head Spin	184	Large Coupe	Shaken				1 1/2 oz																																																																																																																																																																													Splash																																																						3/4 oz			1/2 oz																																																																								1/2 oz																									3/4 oz									1/4 oz																																														1 Lime Wheel
Spicy Paloma	188	Highball	Shaken			Kosher Salt																	2 oz																																																																																																																																																													Fill																																																						3/4 oz	1 oz																																																																																																											1/2 oz																																															1 Lime Wheel
Tommy And The Ron-Dels	188	Old-Fashioned	Shaken												3/4 oz															1/4 oz																																																																																											1 oz																																																							1 dash																																																										1 oz																																																	1/2 oz																																				1/2 oz																																																												1 dash										1 Lime Wheel
Blown Rose	198	Coupe	Shaken	3 Fuji Apple Slices																																																																																																																																																											2 oz																																																																											1/2 oz		1/2 oz																																																																																									1/2 oz																																																																1 Lime Wheel
Maggie Smith	213	Coupe	Shaken																																			1 oz																																																							1 oz																																																																																																																																													3/4 oz																																																																											1/2 oz									1 tsp																		1/4 oz																																																					1 Lime Wheel
Jalisco Swizzle	250	Pilsner	Shaken																		1 1/2 oz													1/2 oz																																																																																																																																																																																																								3/4 oz																																																																																										1/2 oz																																													2 dashes																				1 Lime Wheel
Meridian Daiquiri	263	Double Rocks	Shaken	5 Cardamom Pods																																																																																	1 1/2 oz																																							1/2 oz																																																																																																														1/2 oz		3/4 oz																																																																																														1/2 oz																																																											1 Lime Wheel
La Bomba Daiquiri	262	Coupe	Shaken	5 Raspberries																																																																																											2 oz																																																																																																																																											3/4 oz																																																																																																								1 tsp				1/2 oz																																															1 Lime Wheel and Raspberry Flag
Pelée's Blood	173	Double Rocks	Shaken																																																																																																																					1 1/2 oz																																																								2 dashes																																																										3/4 oz																																																																																										1 tsp								1/2 oz																					1 1/2 oz																																				1 Lime Wheel, 1 Cherry Flag
Sweep The Leg	202	Pilsner	Shaken																																																																																																																																																																						2 oz																											1/2 oz																																					1/2 oz				1/2 oz																																																						1 tsp																											1/4 oz																		3/4 oz																																	1 dash													1 dash							1 Lime Wheel, 1 Orange Crescent, 1 Branded Cherry, 1 Mint Sprig
Dark And Stormy	142	Highball	Shaken																																																																																																										2 oz																																																																							Fill																																																						3/4 oz																																																																																																1 oz																																																											1 Lime Wheel, Candied Ginger Flag
Moscow Mule	147	Highball	Shaken																																																																																																																															2 oz																																																		Fill																																																						1/2 oz																																																																																																3/4 oz																																																											1 Lime Wheel, Candied Ginger Flag
Mexican Firing Squad	145	Highball	Shaken																										1 1/2 oz																																																																																																																																																																																																													3/4 oz																																																																																										1/2 oz								1/4 oz																																																2 dashes									1 Lime Wheel, Cherry Flag
Mai Tai	144	Snifter	Shaken	1 Lime Wedge																																																																																					1 oz													1 oz									1 oz																																																																																																																											1 oz																																																																				1/2 oz																																		3/4 oz																																	1 dash																				1 Mint Bouquet
Mint Julep	147	Julep Tin	N/A																																																																																																																																2 oz																																																																																																																																																																																																																			1/4 oz																																															1 Mint Bouquet
Mojito	147	Double Rocks	Shaken	6 Mint Leaves																																																																																												2 oz																																																																																																																																										1 oz																																																																																																																																							2 drops																				1 Mint Bouquet
Piña Colada	148	Coconut Mug	Shaken																																																																																																	1/2 oz			1/2 oz																						1 oz																																																																																																													1/2 oz		1 oz							3/4 oz																																											3 dashes																																																																																			2 dashes																				1 Mint Bouquet
Rum Julep	150	Julep Tin	Shaken																																																																																						1 /2 oz																							3/4 oz	3/4 oz																																																																																																																									1/2 oz			1/2 oz																																																																																	1/2 oz																										1/4 oz									1/4 oz																																				1 Mint Bouquet
Derby Girl	229	Julep Tin	Shaken	3 Small Nectarine Slices																																																																																																																																																																																												1 1/2 oz																																																																																															1/2 oz																												1/2 oz			1/4 oz																																																																							1 Mint Bouquet
Aperitivo Julep	242	Julep Tin	Stirred																																																																																																																																																																																																																												2 oz																																					3/4 oz																																					1 tsp																																																																																												1 Mint Bouquet
Chamomile Julep	242	Julep Tin	Stirred																																																																																																																																																												2 oz																																																																																																																																																																																							1/4 oz																																															1 Mint Bouquet
Double-Barrel Julep	242	Julep Tin	Stirred																																																																																																1/2 oz																										1/4 oz																																1 1/2 oz																																																																																																																																												1 tsp																															1 tsp																																																								4 dashes					1 Mint Bouquet
Just Another Julep	243	Julep Tin	Stirred	2 Mint Sprigs																																																																																																									1/2 oz																											2 oz																																																																																																																																																																																																1/4 oz																																																													1 Mint Bouquet
Maple Julep	243	Julep Tin	Stirred																																																																																																																																																											2 oz																																																																																																																																																																																	1/4 oz																																																						1 Mint Bouquet
